protein,ideal_ligand,native_ligand,CNN_pose,CNN_VS,RMSD
3ERD,decoy172,DES_redock_3ERD,0.6111,4.1438,inf
3ERD,decoy348,DES_redock_3ERD,0.6109,3.9888,inf
3ERD,decoy382,DES_redock_3ERD,0.6109,4.4849,inf
3ERD,decoy399,DES_redock_3ERD,0.6102,4.0877,inf
3ERD,25154-52-3_min,DES_redock_3ERD,0.6102,4.0681,inf
3ERD,decoy418,DES_redock_3ERD,0.6093,4.0733,inf
3ERD,decoy260,DES_redock_3ERD,0.6069,4.3042,inf
3ERD,decoy416,DES_redock_3ERD,0.6067,3.6858,inf
3ERD,decoy62,DES_redock_3ERD,0.6060,3.8087,inf
3ERD,decoy420,DES_redock_3ERD,0.6058,3.9298,inf
3ERD,decoy54,DES_redock_3ERD,0.6056,4.2401,inf
3ERD,decoy146,DES_redock_3ERD,0.6056,3.6402,inf
3ERD,decoy154,DES_redock_3ERD,0.6050,4.1946,inf
3ERD,decoy287,DES_redock_3ERD,0.6019,3.4864,inf
3ERD,decoy26,DES_redock_3ERD,0.6010,4.1803,inf
3ERD,decoy89,DES_redock_3ERD,0.6004,3.4456,inf
3ERD,60-57-1_min,DES_redock_3ERD,0.5989,4.6590,inf
3ERD,Caffeine_min,DES_redock_3ERD,0.5979,2.8703,inf
3ERD,decoy36,DES_redock_3ERD,0.5971,4.2498,inf
3ERD,decoy365,DES_redock_3ERD,0.5968,3.7335,inf
3ERD,decoy55,DES_redock_3ERD,0.5968,4.3565,inf
3ERD,603-45-2_min,DES_redock_3ERD,0.5959,4.3741,inf
3ERD,decoy261,DES_redock_3ERD,0.5946,4.0963,inf
3ERD,decoy39,DES_redock_3ERD,0.5938,4.2242,inf
3ERD,decoy279,DES_redock_3ERD,0.5930,4.0779,inf
3ERD,decoy355,DES_redock_3ERD,0.5920,4.0965,inf
3ERD,decoy308,DES_redock_3ERD,0.5914,4.0721,inf
3ERD,decoy32,DES_redock_3ERD,0.5908,4.2247,inf
3ERD,decoy109,DES_redock_3ERD,0.5880,4.1538,inf
3ERD,decoy295,DES_redock_3ERD,0.5864,3.7978,inf
3ERD,decoy367,DES_redock_3ERD,0.5859,4.0913,inf
3ERD,decoy351,DES_redock_3ERD,0.5850,3.7093,inf
3ERD,decoy74,DES_redock_3ERD,0.5846,3.7713,inf
3ERD,115-29-7_min,DES_redock_3ERD,0.5840,3.8681,inf
3ERD,decoy358,DES_redock_3ERD,0.5837,4.1242,inf
3ERD,decoy66,DES_redock_3ERD,0.5826,2.9649,inf
3ERD,decoy125,DES_redock_3ERD,0.5775,3.9366,inf
3ERD,decoy69,DES_redock_3ERD,0.5772,4.0294,inf
3ERD,143-74-8_min,DES_redock_3ERD,0.5768,3.9026,inf
3ERD,decoy102,DES_redock_3ERD,0.5767,3.9178,inf
3ERD,decoy353,DES_redock_3ERD,0.5763,4.1308,inf
3ERD,decoy219,DES_redock_3ERD,0.5762,4.0092,inf
3ERD,decoy67,DES_redock_3ERD,0.5757,3.5564,inf
3ERD,decoy105,DES_redock_3ERD,0.5751,3.4969,inf
3ERD,decoy415,DES_redock_3ERD,0.5736,3.7676,inf
3ERD,decoy270,DES_redock_3ERD,0.5734,3.9041,inf
3ERD,decoy158,DES_redock_3ERD,0.5722,3.1864,inf
3ERD,decoy248,DES_redock_3ERD,0.5717,3.7825,inf
3ERD,decoy254,DES_redock_3ERD,0.5709,3.1749,inf
3ERD,decoy325,DES_redock_3ERD,0.5708,4.4333,inf
3ERD,decoy38,DES_redock_3ERD,0.5700,3.0723,inf
3ERD,decoy131,DES_redock_3ERD,0.5690,3.9649,inf
3ERD,decoy31,DES_redock_3ERD,0.5680,3.6235,inf
3ERD,decoy238,DES_redock_3ERD,0.5668,4.2090,inf
3ERD,decoy11,DES_redock_3ERD,0.5650,3.4622,inf
3ERD,decoy177,DES_redock_3ERD,0.5646,3.2263,inf
3ERD,decoy41,DES_redock_3ERD,0.5645,3.6574,inf
3ERD,decoy344,DES_redock_3ERD,0.5619,3.7978,inf
3ERD,decoy113,DES_redock_3ERD,0.5609,3.7748,inf
3ERD,decoy271,DES_redock_3ERD,0.5608,4.0719,inf
3ERD,decoy149,DES_redock_3ERD,0.5605,3.5159,inf
3ERD,72-55-9_min,DES_redock_3ERD,0.5586,3.7379,inf
3ERD,decoy42,DES_redock_3ERD,0.5565,3.8689,inf
3ERD,decoy44,DES_redock_3ERD,0.5557,3.8409,inf
3ERD,decoy77,DES_redock_3ERD,0.5539,3.2889,inf
3ERD,decoy409,DES_redock_3ERD,0.5529,4.1952,inf
3ERD,decoy150,DES_redock_3ERD,0.5519,4.0301,inf
3ERD,decoy202,DES_redock_3ERD,0.5500,3.4735,inf
3ERD,72-33-3_min,DES_redock_3ERD,0.5496,4.1718,inf
3ERD,decoy134,DES_redock_3ERD,0.5495,3.0244,inf
3ERD,decoy64,DES_redock_3ERD,0.5489,3.5062,inf
3ERD,decoy272,DES_redock_3ERD,0.5464,3.4033,inf
3ERD,911-45-5_min,DES_redock_3ERD,0.5463,3.9410,inf
3ERD,decoy393,DES_redock_3ERD,0.5454,3.6202,inf
3ERD,decoy120,DES_redock_3ERD,0.5448,3.6976,inf
3ERD,decoy163,DES_redock_3ERD,0.5422,3.9935,inf
3ERD,decoy229,DES_redock_3ERD,0.5404,3.3801,inf
3ERD,decoy304,DES_redock_3ERD,0.5398,3.5097,inf
3ERD,decoy400,DES_redock_3ERD,0.5396,3.9519,inf
3ERD,decoy283,DES_redock_3ERD,0.5380,3.6344,inf
3ERD,decoy83,DES_redock_3ERD,0.5378,3.9101,inf
3ERD,decoy82,DES_redock_3ERD,0.5377,3.8100,inf
3ERD,131-57-7_min,DES_redock_3ERD,0.5372,3.1605,inf
3ERD,decoy323,DES_redock_3ERD,0.5345,3.0637,inf
3ERD,decoy390,DES_redock_3ERD,0.5342,4.1230,inf
3ERD,decoy119,DES_redock_3ERD,0.5336,3.2216,inf
3ERD,decoy233,DES_redock_3ERD,0.5332,3.4028,inf
3ERD,decoy147,DES_redock_3ERD,0.5332,3.8015,inf
3ERD,decoy10,DES_redock_3ERD,0.5324,3.6766,inf
3ERD,decoy412,DES_redock_3ERD,0.5320,3.3924,inf
3ERD,decoy335,DES_redock_3ERD,0.5320,3.8251,inf
3ERD,decoy176,DES_redock_3ERD,0.5315,3.7740,inf
3ERD,decoy162,DES_redock_3ERD,0.5289,3.7632,inf
3ERD,decoy303,DES_redock_3ERD,0.5283,3.6278,inf
3ERD,decoy307,DES_redock_3ERD,0.5238,3.7706,inf
3ERD,decoy104,DES_redock_3ERD,0.5229,3.2501,inf
3ERD,decoy14,DES_redock_3ERD,0.5227,3.6823,inf
3ERD,decoy241,DES_redock_3ERD,0.5227,3.5855,inf
3ERD,decoy107,DES_redock_3ERD,0.5223,3.9549,inf
3ERD,decoy326,DES_redock_3ERD,0.5222,3.8450,inf
3ERD,decoy317,DES_redock_3ERD,0.5218,3.6306,inf
3ERD,decoy8,DES_redock_3ERD,0.5208,3.5499,inf
3ERD,decoy16,DES_redock_3ERD,0.5206,3.7738,inf
3ERD,decoy129,DES_redock_3ERD,0.5196,3.0503,inf
3ERD,decoy224,DES_redock_3ERD,0.5195,3.5982,inf
3ERD,decoy143,DES_redock_3ERD,0.5183,3.5852,inf
3ERD,decoy403,DES_redock_3ERD,0.5179,3.4152,inf
3ERD,decoy386,DES_redock_3ERD,0.5174,3.5682,inf
3ERD,decoy429,DES_redock_3ERD,0.5157,3.7064,inf
3ERD,decoy139,DES_redock_3ERD,0.5145,3.5818,inf
3ERD,decoy19,DES_redock_3ERD,0.5130,3.0528,inf
3ERD,decoy227,DES_redock_3ERD,0.5110,3.2168,inf
3ERD,decoy56,DES_redock_3ERD,0.5103,2.7999,inf
3ERD,decoy209,DES_redock_3ERD,0.5098,3.4810,inf
3ERD,decoy256,DES_redock_3ERD,0.5095,3.2097,inf
3ERD,decoy315,DES_redock_3ERD,0.5091,3.6834,inf
3ERD,decoy157,DES_redock_3ERD,0.5085,3.7389,inf
3ERD,decoy142,DES_redock_3ERD,0.5084,3.1670,inf
3ERD,decoy414,DES_redock_3ERD,0.5066,3.4529,inf
3ERD,decoy179,DES_redock_3ERD,0.5060,3.5892,inf
3ERD,decoy218,DES_redock_3ERD,0.5055,3.7028,inf
3ERD,decoy364,DES_redock_3ERD,0.5048,3.3869,inf
3ERD,decoy341,DES_redock_3ERD,0.5034,3.4409,inf
3ERD,decoy251,DES_redock_3ERD,0.5024,3.2574,inf
3ERD,decoy124,DES_redock_3ERD,0.5014,3.2938,inf
3ERD,decoy401,DES_redock_3ERD,0.5013,3.4558,inf
3ERD,decoy40,DES_redock_3ERD,0.4993,3.4809,inf
3ERD,decoy25,DES_redock_3ERD,0.4984,3.5087,inf
3ERD,decoy334,DES_redock_3ERD,0.4962,3.6482,inf
3ERD,decoy7,DES_redock_3ERD,0.4962,3.4649,inf
3ERD,decoy357,DES_redock_3ERD,0.4943,3.5145,inf
3ERD,decoy108,DES_redock_3ERD,0.4943,2.9396,inf
3ERD,decoy402,DES_redock_3ERD,0.4937,3.3748,inf
3ERD,decoy164,DES_redock_3ERD,0.4930,3.0811,inf
3ERD,decoy47,DES_redock_3ERD,0.4902,2.7863,inf
3ERD,decoy246,DES_redock_3ERD,0.4889,3.3386,inf
3ERD,decoy106,DES_redock_3ERD,0.4825,3.4052,inf
3ERD,decoy126,DES_redock_3ERD,0.4775,2.7852,inf
3ERD,decoy421,DES_redock_3ERD,0.4770,2.6635,inf
3ERD,decoy404,DES_redock_3ERD,0.4758,3.2433,inf
3ERD,decoy79,DES_redock_3ERD,0.4748,2.9689,inf
3ERD,decoy407,DES_redock_3ERD,0.4732,3.2172,inf
3ERD,decoy165,DES_redock_3ERD,0.4731,2.8576,inf
3ERD,decoy232,DES_redock_3ERD,0.4716,3.0237,inf
3ERD,decoy217,DES_redock_3ERD,0.4708,2.9335,inf
3ERD,decoy352,DES_redock_3ERD,0.4701,3.3320,inf
3ERD,decoy133,DES_redock_3ERD,0.4695,3.1482,inf
3ERD,115-86-6_min,DES_redock_3ERD,0.4654,2.6823,inf
3ERD,decoy328,DES_redock_3ERD,0.4650,3.4696,inf
3ERD,decoy337,DES_redock_3ERD,0.4633,2.9220,inf
3ERD,decoy205,DES_redock_3ERD,0.4598,2.6874,inf
3ERD,decoy73,DES_redock_3ERD,0.4590,2.3156,inf
3ERD,decoy35,DES_redock_3ERD,0.4566,2.8766,inf
3ERD,decoy138,DES_redock_3ERD,0.4561,2.6651,inf
3ERD,decoy360,DES_redock_3ERD,0.4555,3.2826,inf
3ERD,decoy80,DES_redock_3ERD,0.4546,3.1683,inf
3ERD,decoy425,DES_redock_3ERD,0.4546,3.2125,inf
3ERD,decoy100,DES_redock_3ERD,0.4537,3.1044,inf
3ERD,decoy140,DES_redock_3ERD,0.4529,3.3898,inf
3ERD,decoy306,DES_redock_3ERD,0.4518,3.3592,inf
3ERD,decoy398,DES_redock_3ERD,0.4478,2.9676,inf
3ERD,decoy135,DES_redock_3ERD,0.4468,3.2757,inf
3ERD,decoy199,DES_redock_3ERD,0.4466,3.1356,inf
3ERD,decoy214,DES_redock_3ERD,0.4430,3.1062,inf
3ERD,decoy378,DES_redock_3ERD,0.4418,2.9124,inf
3ERD,decoy242,DES_redock_3ERD,0.4418,3.0047,inf
3ERD,decoy423,DES_redock_3ERD,0.4407,3.0070,inf
3ERD,decoy127,DES_redock_3ERD,0.4384,3.1199,inf
3ERD,143-50-0_min,DES_redock_3ERD,0.4365,3.5206,inf
3ERD,decoy310,DES_redock_3ERD,0.4351,3.0748,inf
3ERD,decoy9,DES_redock_3ERD,0.4345,3.1842,inf
3ERD,decoy167,DES_redock_3ERD,0.4328,3.0604,inf
3ERD,decoy96,DES_redock_3ERD,0.4307,2.1490,inf
3ERD,decoy122,DES_redock_3ERD,0.4305,2.9627,inf
3ERD,decoy117,DES_redock_3ERD,0.4291,2.7583,inf
3ERD,decoy299,DES_redock_3ERD,0.4285,3.2210,inf
3ERD,decoy294,DES_redock_3ERD,0.4281,2.5023,inf
3ERD,decoy433,DES_redock_3ERD,0.4281,2.8586,inf
3ERD,decoy198,DES_redock_3ERD,0.4258,2.8211,inf
3ERD,decoy322,DES_redock_3ERD,0.4220,2.8145,inf
3ERD,decoy115,DES_redock_3ERD,0.4201,2.7983,inf
3ERD,decoy20,DES_redock_3ERD,0.4172,2.6241,inf
3ERD,decoy339,DES_redock_3ERD,0.4068,2.7501,inf
3ERD,decoy141,DES_redock_3ERD,0.4067,2.7738,inf
3ERD,decoy278,DES_redock_3ERD,0.4042,2.6771,inf
3ERD,decoy380,DES_redock_3ERD,0.4038,2.3965,inf
3ERD,decoy17,DES_redock_3ERD,0.4026,2.7276,inf
3ERD,decoy53,DES_redock_3ERD,0.4013,2.5601,inf
3ERD,decoy284,DES_redock_3ERD,0.4001,2.7876,inf
3ERD,decoy58,DES_redock_3ERD,0.3991,2.3073,inf
3ERD,decoy430,DES_redock_3ERD,0.3977,2.7250,inf
3ERD,decoy277,DES_redock_3ERD,0.3975,2.7173,inf
3ERD,decoy70,DES_redock_3ERD,0.3944,2.2474,inf
3ERD,decoy286,DES_redock_3ERD,0.3936,2.6576,inf
3ERD,decoy88,DES_redock_3ERD,0.3936,2.4352,inf
3ERD,decoy86,DES_redock_3ERD,0.3923,2.7106,inf
3ERD,decoy161,DES_redock_3ERD,0.3914,2.4688,inf
3ERD,decoy343,DES_redock_3ERD,0.3913,2.6902,inf
3ERD,decoy313,DES_redock_3ERD,0.3913,2.9552,inf
3ERD,decoy285,DES_redock_3ERD,0.3909,2.8129,inf
3ERD,decoy225,DES_redock_3ERD,0.3875,2.6559,inf
3ERD,decoy276,DES_redock_3ERD,0.3868,2.2469,inf
3ERD,decoy188,DES_redock_3ERD,0.3859,2.3693,inf
3ERD,decoy118,DES_redock_3ERD,0.3854,2.6341,inf
3ERD,decoy362,DES_redock_3ERD,0.3832,2.7044,inf
3ERD,decoy424,DES_redock_3ERD,0.3822,2.0834,inf
3ERD,decoy211,DES_redock_3ERD,0.3785,2.5692,inf
3ERD,decoy373,DES_redock_3ERD,0.3761,2.0461,inf
3ERD,decoy342,DES_redock_3ERD,0.3743,2.7206,inf
3ERD,decoy290,DES_redock_3ERD,0.3722,2.2090,inf
3ERD,decoy340,DES_redock_3ERD,0.3703,2.8402,inf
3ERD,decoy148,DES_redock_3ERD,0.3694,2.2299,inf
3ERD,decoy91,DES_redock_3ERD,0.3679,2.4171,inf
3ERD,decoy46,DES_redock_3ERD,0.3669,2.4311,inf
3ERD,decoy314,DES_redock_3ERD,0.3656,2.2889,inf
3ERD,50-02-2_min,DES_redock_3ERD,0.3650,2.5945,inf
3ERD,decoy379,DES_redock_3ERD,0.3636,2.5903,inf
3ERD,decoy210,DES_redock_3ERD,0.3632,2.6382,inf
3ERD,decoy346,DES_redock_3ERD,0.3616,2.4464,inf
3ERD,decoy350,DES_redock_3ERD,0.3586,2.1481,inf
3ERD,decoy316,DES_redock_3ERD,0.3579,2.6945,inf
3ERD,decoy247,DES_redock_3ERD,0.3514,2.3075,inf
3ERD,decoy110,DES_redock_3ERD,0.3461,2.1287,inf
3ERD,decoy347,DES_redock_3ERD,0.3454,2.2239,inf
3ERD,decoy426,DES_redock_3ERD,0.3445,2.3726,inf
3ERD,decoy12,DES_redock_3ERD,0.3435,2.3006,inf
3ERD,decoy354,DES_redock_3ERD,0.3426,2.2249,inf
3ERD,decoy145,DES_redock_3ERD,0.3404,2.2976,inf
3ERD,decoy432,DES_redock_3ERD,0.3398,2.1013,inf
3ERD,decoy366,DES_redock_3ERD,0.3364,2.1088,inf
3ERD,decoy137,DES_redock_3ERD,0.3361,2.3137,inf
3ERD,decoy152,DES_redock_3ERD,0.3344,2.2436,inf
3ERD,decoy371,DES_redock_3ERD,0.3337,1.5846,inf
3ERD,decoy383,DES_redock_3ERD,0.3311,2.2566,inf
3ERD,decoy391,DES_redock_3ERD,0.3274,1.9537,inf
3ERD,decoy293,DES_redock_3ERD,0.3218,2.1909,inf
3ERD,decoy65,DES_redock_3ERD,0.3146,2.2420,inf
3ERD,decoy181,DES_redock_3ERD,0.3072,2.0680,inf
3ERD,decoy98,DES_redock_3ERD,0.3040,1.9157,inf
3ERD,decoy103,DES_redock_3ERD,0.3022,2.0318,inf
3ERD,decoy324,DES_redock_3ERD,0.2962,1.7565,inf
3ERD,decoy372,DES_redock_3ERD,0.2962,2.0592,inf
3ERD,decoy385,DES_redock_3ERD,0.2822,1.9790,inf
3ERD,decoy264,DES_redock_3ERD,0.2740,1.8859,inf
3ERD,1845-11-0_min,DES_redock_3ERD,0.2665,1.8858,inf
3ERD,decoy333,DES_redock_3ERD,0.2593,1.6587,inf
3ERD,decoy327,DES_redock_3ERD,0.2580,1.8243,inf
3ERD,decoy321,DES_redock_3ERD,0.2538,1.8389,inf
3ERD,decoy395,DES_redock_3ERD,0.2450,1.4224,inf
3ERD,decoy301,DES_redock_3ERD,0.2411,1.7923,inf
3ERD,decoy377,DES_redock_3ERD,0.2223,1.4512,inf
3ERD,decoy136,DES_redock_3ERD,0.2219,1.6072,inf
3ERD,decoy370,DES_redock_3ERD,0.1942,1.3400,inf
3UU7,67651-34-7_min,2OH_redock_3UU7,0.9872,7.8660,inf
3UU7,53-19-0_min,2OH_redock_3UU7,0.9770,7.1204,inf
3UU7,2971-36-0_min,2OH_redock_3UU7,0.9720,7.6235,inf
3UU7,53905-28-5_min,2OH_redock_3UU7,0.9682,6.9962,inf
3UU7,65118-81-2_min,2OH_redock_3UU7,0.9670,7.3147,inf
3UU7,474-86-2_min,2OH_redock_3UU7,0.9651,7.8086,inf
3UU7,84-16-2_min,2OH_redock_3UU7,0.9636,7.8570,inf
3UU7,28463-03-8_min,2OH_redock_3UU7,0.9626,7.6117,inf
3UU7,599-64-4_min,2OH_redock_3UU7,0.9604,6.7967,inf
3UU7,decoy78,2OH_redock_3UU7,0.9600,7.4074,inf
3UU7,decoy417,2OH_redock_3UU7,0.9562,6.7240,inf
3UU7,decoy166,2OH_redock_3UU7,0.9522,7.7008,inf
3UU7,decoy263,2OH_redock_3UU7,0.9522,6.3572,inf
3UU7,decoy434,2OH_redock_3UU7,0.9507,6.7615,inf
3UU7,27L_min,2OH_redock_3UU7,0.9458,6.7107,inf
3UU7,140-66-9_min,2OH_redock_3UU7,0.9458,6.7107,inf
3UU7,104-43-8_min,2OH_redock_3UU7,0.9401,7.4170,inf
3UU7,decoy269,2OH_redock_3UU7,0.9390,6.4758,inf
3UU7,decoy13,2OH_redock_3UU7,0.9352,6.8956,inf
3UU7,3601-97-6_min,2OH_redock_3UU7,0.9345,7.4999,inf
3UU7,decoy288,2OH_redock_3UU7,0.9341,6.7360,inf
3UU7,789-02-6_min,2OH_redock_3UU7,0.9331,7.0987,inf
3UU7,75938-34-0_min,2OH_redock_3UU7,0.9288,6.9034,inf
3UU7,decoy274,2OH_redock_3UU7,0.9288,6.0458,inf
3UU7,1806-26-4_min,2OH_redock_3UU7,0.9264,6.6641,inf
3UU7,5153-25-3_min,2OH_redock_3UU7,0.9250,6.5957,inf
3UU7,28034-99-3_min,2OH_redock_3UU7,0.9248,6.0783,inf
3UU7,72-43-5_min,2OH_redock_3UU7,0.9246,6.6338,inf
3UU7,decoy1,2OH_redock_3UU7,0.9225,6.3245,inf
3UU7,53-16-7_min,2OH_redock_3UU7,0.9212,7.3523,inf
3UU7,decoy253,2OH_redock_3UU7,0.9194,6.2132,inf
3UU7,94-18-8_min,2OH_redock_3UU7,0.9184,6.0226,inf
3UU7,77-40-7_min,2OH_redock_3UU7,0.9164,6.9148,0.6469
3UU7,50-28-2_min,2OH_redock_3UU7,0.9157,7.3176,inf
3UU7,EST_min,2OH_redock_3UU7,0.9157,7.3176,inf
3UU7,decoy236,2OH_redock_3UU7,0.9152,6.3834,inf
3UU7,58-72-0_min,2OH_redock_3UU7,0.9141,6.1616,inf
3UU7,72-54-8_min,2OH_redock_3UU7,0.9130,6.5631,inf
3UU7,84-74-2_min,2OH_redock_3UU7,0.9119,4.8745,inf
3UU7,decoy388,2OH_redock_3UU7,0.9106,5.9339,inf
3UU7,94-26-8_min,2OH_redock_3UU7,0.9099,5.4209,inf
3UU7,27K_min,2OH_redock_3UU7,0.9099,5.4209,inf
3UU7,80-46-6_min,2OH_redock_3UU7,0.9095,5.7997,inf
3UU7,decoy206,2OH_redock_3UU7,0.9070,5.8174,inf
3UU7,103-16-2_min,2OH_redock_3UU7,0.9065,5.5566,inf
3UU7,decoy60,2OH_redock_3UU7,0.9032,5.9338,inf
3UU7,decoy280,2OH_redock_3UU7,0.9015,6.6082,inf
3UU7,DES_min,2OH_redock_3UU7,0.8989,7.1107,inf
3UU7,603-45-2_min,2OH_redock_3UU7,0.8976,6.8954,inf
3UU7,98-54-4_min,2OH_redock_3UU7,0.8976,5.3607,inf
3UU7,56-53-1_min,2OH_redock_3UU7,0.8968,7.0476,inf
3UU7,92-04-6_min,2OH_redock_3UU7,0.8966,5.3787,inf
3UU7,decoy189,2OH_redock_3UU7,0.8957,6.5380,inf
3UU7,decoy71,2OH_redock_3UU7,0.8952,6.4386,inf
3UU7,decoy410,2OH_redock_3UU7,0.8930,6.2481,inf
3UU7,2OH_min,2OH_redock_3UU7,0.8928,6.5286,0.6088
3UU7,80-05-7_min,2OH_redock_3UU7,0.8928,6.5286,0.6088
3UU7,decoy153,2OH_redock_3UU7,0.8925,6.3747,inf
3UU7,6554-98-9_min,2OH_redock_3UU7,0.8919,5.9565,inf
3UU7,99-71-8_min,2OH_redock_3UU7,0.8912,5.1476,inf
3UU7,92-69-3_min,2OH_redock_3UU7,0.8904,5.1736,inf
3UU7,decoy397,2OH_redock_3UU7,0.8902,6.5012,inf
3UU7,decoy331,2OH_redock_3UU7,0.8896,7.2999,inf
3UU7,84-69-5_min,2OH_redock_3UU7,0.8877,5.0021,inf
3UU7,decoy368,2OH_redock_3UU7,0.8876,6.7262,inf
3UU7,Testosterone_min,2OH_redock_3UU7,0.8875,7.0265,inf
3UU7,58-22-0_min,2OH_redock_3UU7,0.8875,7.0265,inf
3UU7,decoy243,2OH_redock_3UU7,0.8848,6.4051,inf
3UU7,decoy81,2OH_redock_3UU7,0.8846,6.3998,inf
3UU7,53-63-4_min,2OH_redock_3UU7,0.8845,6.8252,inf
3UU7,decoy309,2OH_redock_3UU7,0.8832,6.3996,inf
3UU7,13037-86-0_min,2OH_redock_3UU7,0.8788,6.1991,inf
3UU7,131-56-6_min,2OH_redock_3UU7,0.8778,5.1639,inf
3UU7,decoy265,2OH_redock_3UU7,0.8776,6.2754,inf
3UU7,decoy345,2OH_redock_3UU7,0.8768,6.9332,inf
3UU7,decoy197,2OH_redock_3UU7,0.8733,6.7882,inf
3UU7,decoy359,2OH_redock_3UU7,0.8728,5.7338,inf
3UU7,50-29-3_min,2OH_redock_3UU7,0.8723,6.2472,inf
3UU7,decoy99,2OH_redock_3UU7,0.8721,6.7288,inf
3UU7,decoy312,2OH_redock_3UU7,0.8699,7.1107,inf
3UU7,decoy319,2OH_redock_3UU7,0.8674,6.3464,inf
3UU7,decoy180,2OH_redock_3UU7,0.8664,6.2292,inf
3UU7,57-91-0_min,2OH_redock_3UU7,0.8664,6.8845,inf
3UU7,decoy187,2OH_redock_3UU7,0.8662,5.8856,inf
3UU7,571-20-0_min,2OH_redock_3UU7,0.8650,6.9554,inf
3UU7,6052-84-2_min,2OH_redock_3UU7,0.8649,6.1836,inf
3UU7,99-76-3_min,2OH_redock_3UU7,0.8645,4.1922,inf
3UU7,decoy6,2OH_redock_3UU7,0.8643,5.1022,inf
3UU7,decoy173,2OH_redock_3UU7,0.8634,6.3359,inf
3UU7,1085-12-7_min,2OH_redock_3UU7,0.8628,5.8022,inf
3UU7,120-47-8_min,2OH_redock_3UU7,0.8601,4.7642,inf
3UU7,decoy61,2OH_redock_3UU7,0.8544,6.2628,inf
3UU7,1570-64-5_min,2OH_redock_3UU7,0.8532,4.0863,inf
3UU7,decoy48,2OH_redock_3UU7,0.8528,5.5679,inf
3UU7,decoy419,2OH_redock_3UU7,0.8499,6.0747,inf
3UU7,decoy255,2OH_redock_3UU7,0.8463,5.8164,inf
3UU7,decoy240,2OH_redock_3UU7,0.8457,5.6151,inf
3UU7,94-25-7_min,2OH_redock_3UU7,0.8445,4.6853,inf
3UU7,5976-61-4_min,2OH_redock_3UU7,0.8438,6.3208,inf
3UU7,decoy186,2OH_redock_3UU7,0.8435,6.1712,inf
3UU7,59-50-7_min,2OH_redock_3UU7,0.8423,3.8382,inf
3UU7,126-00-1_min,2OH_redock_3UU7,0.8381,5.7984,3.3739
3UU7,123-07-9_min,2OH_redock_3UU7,0.8365,4.3885,inf
3UU7,decoy268,2OH_redock_3UU7,0.8325,5.8603,inf
3UU7,decoy169,2OH_redock_3UU7,0.8325,5.4112,inf
3UU7,decoy123,2OH_redock_3UU7,0.8323,6.6842,inf
3UU7,decoy174,2OH_redock_3UU7,0.8318,5.6306,inf
3UU7,decoy317,2OH_redock_3UU7,0.8304,5.9041,inf
3UU7,50-27-1_min,2OH_redock_3UU7,0.8279,6.5745,inf
3UU7,243-17-4_min,2OH_redock_3UU7,0.8275,5.0742,inf
3UU7,94-13-3_min,2OH_redock_3UU7,0.8271,4.8917,inf
3UU7,58-89-9_min,2OH_redock_3UU7,0.8253,5.1614,inf
3UU7,decoy155,2OH_redock_3UU7,0.8242,6.3821,inf
3UU7,218-01-9_min,2OH_redock_3UU7,0.8232,5.0558,inf
3UU7,decoy249,2OH_redock_3UU7,0.8212,5.4244,inf
3UU7,decoy190,2OH_redock_3UU7,0.8211,6.0156,inf
3UU7,36J_min,2OH_redock_3UU7,0.8187,5.7324,inf
3UU7,97-54-1_min,2OH_redock_3UU7,0.8176,4.4140,inf
3UU7,decoy178,2OH_redock_3UU7,0.8173,5.6903,inf
3UU7,decoy168,2OH_redock_3UU7,0.8169,6.0550,inf
3UU7,decoy239,2OH_redock_3UU7,0.8163,5.5453,inf
3UU7,decoy21,2OH_redock_3UU7,0.8158,5.3236,inf
3UU7,84-17-3_min,2OH_redock_3UU7,0.8125,6.5460,inf
3UU7,decoy92,2OH_redock_3UU7,0.8111,6.2531,inf
3UU7,decoy259,2OH_redock_3UU7,0.8101,5.8187,inf
3UU7,580-51-8_min,2OH_redock_3UU7,0.8099,4.7346,inf
3UU7,decoy34,2OH_redock_3UU7,0.8096,5.8340,inf
3UU7,decoy279,2OH_redock_3UU7,0.8080,5.4469,inf
3UU7,decoy431,2OH_redock_3UU7,0.8078,6.2347,inf
3UU7,decoy90,2OH_redock_3UU7,0.8008,5.4583,inf
3UU7,27M_min,2OH_redock_3UU7,0.8007,4.9839,inf
3UU7,659-22-3_min,2OH_redock_3UU7,0.7995,5.5349,inf
3UU7,decoy130,2OH_redock_3UU7,0.7990,5.6859,inf
3UU7,decoy393,2OH_redock_3UU7,0.7986,5.5277,inf
3UU7,362-05-0_min,2OH_redock_3UU7,0.7985,6.1983,inf
3UU7,1229-24-9_min,2OH_redock_3UU7,0.7963,6.1762,inf
3UU7,decoy18,2OH_redock_3UU7,0.7962,4.0793,inf
3UU7,85-68-7_min,2OH_redock_3UU7,0.7958,4.6701,inf
3UU7,decoy307,2OH_redock_3UU7,0.7955,6.0440,inf
3UU7,decoy191,2OH_redock_3UU7,0.7936,5.7254,inf
3UU7,decoy416,2OH_redock_3UU7,0.7920,4.9735,inf
3UU7,decoy94,2OH_redock_3UU7,0.7920,6.1263,inf
3UU7,decoy244,2OH_redock_3UU7,0.7918,5.7555,inf
3UU7,77-09-8_min,2OH_redock_3UU7,0.7912,5.4282,inf
3UU7,decoy204,2OH_redock_3UU7,0.7815,5.5095,inf
